section,comm_a,comm_b,raw,bits,within_section_z,n_pairs_in_section,legacy_within_section_z,legacy_n_pairs_in_section,v9_status,v9_correction
25_2,DaatChacham_Vat214_Marginalia,KeterShemTov,0.1552,3.989,,21,0.301,28,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
19_2,DaatChacham_Vat214_Main,MeiratEinayim,0.2425,6.345,0.299,55,0.299,55,direct_pair_valid,
14,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.1964,2.791,,55,0.298,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
26,KeterShemTov,SaportaOxford1645,0.2745,6.310,0.296,66,0.296,66,direct_pair_valid,
26,DaatChacham_Vat107_Main,IbnShuib,0.2744,6.310,0.295,66,0.295,66,direct_pair_valid,
32,IbnShuib,Ricanati_Zicaron_aharon_ed,0.2256,3.479,0.292,21,0.292,21,direct_pair_valid,
18,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.2283,3.479,0.291,36,0.291,36,direct_pair_valid,
19_2,IbnShuib,UnKnownVatikan214,0.2415,6.345,0.286,55,0.286,55,direct_pair_valid,
12,MeiratEinayim,Rabenu_Bahayii,0.2011,4.737,,66,0.286,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,KeterShemTov,Rabenu_Bahayii,0.2188,3.479,,66,0.282,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
8,DaatChacham_Vat107_Main,KenegedAsaraMaamaritLondon847,0.2056,4.737,0.275,36,0.275,36,direct_pair_valid,
13,MeiratEinayim,UnKnownEskorial,0.3008,4.737,0.274,45,0.274,45,direct_pair_valid,
30,DaatChacham_Vat214_Main,IbnShuib,0.2595,6.310,,36,0.273,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
17,MeiratEinayim,Rabenu_Bahayii,0.1630,3.989,0.272,55,0.272,55,direct_pair_valid,
26,DaatChacham_Vat214_Main,UnKnownVatikan214,0.2727,6.310,0.272,66,0.272,66,direct_pair_valid,
19_2,IbnShuib,Rabenu_Bahayii,0.2399,6.345,0.266,55,0.266,55,direct_pair_valid,
16,IbnShuib,KeterShemTovMS_L,0.2355,6.345,0.265,28,0.265,28,direct_pair_valid,
21,IbnShuib,SaportaOxford1645,0.3360,6.322,,28,0.260,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
6,Ricanati_Zicaron_aharon_ed,SaportaOxford1645,0.1359,1.544,0.258,78,0.258,78,direct_pair_valid,
17,Comment_a_shuib_Parma_68,KeterShemTovMS_L,0.1617,3.989,0.258,55,0.258,55,direct_pair_valid,
9,KeterShemTovMS_L,MeiratEinayim,0.3778,6.334,0.257,15,0.257,15,direct_pair_valid,
17,IbnShuib,MeiratEinayim,0.1616,3.989,0.257,55,0.257,55,direct_pair_valid,
5,IbnShuib,KenegedAsaraMaamaritLondon847,0.2169,3.479,,66,0.256,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,Ricanati_Zicaron_aharon_ed,SaportaOxford1645,0.2167,3.479,,66,0.254,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
30_1,KeterShemTov,MeiratEinayim,0.1745,2.356,0.250,28,0.250,28,direct_pair_valid,
13,DaatChacham_Vat107_Main,IbnShuib,0.2976,4.737,0.242,45,0.242,45,direct_pair_valid,
14,KeterShemTovMS_L,Rabenu_Bahayii,0.1918,2.791,,55,0.240,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
6,DaatChacham_Vat214_Main,MeiratEinayim,0.1345,1.544,0.240,78,0.240,78,direct_pair_valid,
18,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.2240,3.479,0.239,36,0.239,36,direct_pair_valid,
14,DaatChacham_Vat214_Main,Ricanati_Zicaron_aharon_ed,0.1917,2.791,,55,0.239,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
15,KeterShemTov,MeiratEinayim,0.2229,3.479,0.236,36,0.236,36,direct_pair_valid,
8,DaatChacham_Vat214_Main,IbnShuib,0.2019,4.737,0.236,36,0.236,36,direct_pair_valid,
8,DaatChacham_Vat214_Main,Likutim_bhml_1978,0.2015,4.737,0.231,36,0.231,36,direct_pair_valid,
17,IbnShuib,KenegedAsaraMaamaritLondon847,0.1591,3.989,0.229,55,0.229,55,direct_pair_valid,
30,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.2554,6.345,,36,0.227,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,DaatChacham_Vat214_Main,Likutim_bhml_1978,0.1943,2.791,,66,0.227,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
20,Ricanati_Zicaron_aharon_ed,UnKnownVatikan214,0.1910,2.791,0.226,66,0.226,66,direct_pair_valid,
5,KeterShemTov,SaportaOxford1645,0.2146,4.737,,66,0.225,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,KeterShemTov,Likutim_bhml_1978,0.1941,2.791,,66,0.225,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
25_2,Rabenu_Bahayii,UnKnownEskorial,0.1488,3.989,,21,0.223,28,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
30,DaatChacham_Vat107_Main,IbnShuib,0.2549,6.345,,36,0.222,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
27,IbnShuib,UnKnownVatikan214,0.1947,2.791,0.222,55,0.222,55,direct_pair_valid,
6,KeterShemTov,Likutim_bhml_1978,0.1330,1.544,0.221,78,0.221,78,direct_pair_valid,
19_1,DaatChacham_Vat214_Main,KenegedAsaraMaamaritLondon847,0.2506,6.345,0.220,28,0.220,28,direct_pair_valid,
18,DaatChacham_Vat107_Main,MeiratEinayim,0.2222,3.479,0.218,36,0.218,36,direct_pair_valid,
31,DaatChacham_Vat214_Main,Ricanati_Zicaron_aharon_ed,0.2000,4.737,0.214,36,0.214,36,direct_pair_valid,
4,DaatChacham_Vat107_Main,KeterShemTov,0.2225,3.479,0.214,66,0.214,66,direct_pair_valid,
4,DaatChacham_Vat214_Main,IbnShuib,0.2222,3.479,0.210,66,0.210,66,direct_pair_valid,
30,DaatChacham_Vat107_Main,KenegedAsaraMaamaritLondon847,0.2538,6.345,,36,0.210,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
6,KeterShemTovMS_L,Likutim_bhml_1978,0.1317,1.544,0.205,78,0.205,78,direct_pair_valid,
23,IbnShuib,Ricanati_Zicaron_aharon_ed,0.2553,6.345,,28,0.205,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
7_2,IbnShuib,KenegedAsaraMaamaritLondon847,0.3015,4.737,0.195,15,0.195,15,direct_pair_valid,
31,DaatChacham_Vat107_Main,Ricanati_Zicaron_aharon_ed,0.1979,2.791,0.194,36,0.194,36,direct_pair_valid,
17,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.1558,3.989,0.192,55,0.192,55,direct_pair_valid,
23,IbnShuib,KeterShemTov,0.2531,6.345,,28,0.192,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
20,DaatChacham_Vat107_Main,IbnShuib,0.1881,2.791,0.191,66,0.191,66,direct_pair_valid,
25,IbnShuib,KenegedAsaraMaamaritLondon847,0.1488,3.989,0.189,28,0.189,28,direct_pair_valid,
25_2,DaatChacham_Vat214_Marginalia,Ricanati_Zicaron_aharon_ed,0.1459,1.544,,21,0.188,28,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
18,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.2197,3.479,0.187,36,0.187,36,direct_pair_valid,
29,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.2500,6.345,0.187,28,0.187,28,direct_pair_valid,
12,DaatChacham_Vat214_Main,IbnShuib,0.1896,2.791,,66,0.186,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,DaatChacham_Vat214_Marginalia,UnKnownEskorial,0.1891,2.791,,66,0.182,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
17,DaatChacham_Vat214_Main,Ricanati_Zicaron_aharon_ed,0.1548,3.989,0.181,55,0.181,55,direct_pair_valid,
6,MeiratEinayim,UnKnownEskorial,0.1297,0.381,0.180,78,0.180,78,direct_pair_valid,
14,DaatChacham_Vat214_Main,IbnShuib,0.1870,2.791,,55,0.180,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
18,IbnShuib,KenegedAsaraMaamaritLondon847,0.2189,3.479,0.178,36,0.178,36,direct_pair_valid,
20,Rabenu_Bahayii,מערכת האלוהות,0.1860,2.791,0.166,66,0.166,66,direct_pair_valid,
4,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.2183,3.479,0.166,66,0.166,66,direct_pair_valid,
23,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.2481,6.345,,28,0.162,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
11,MeiratEinayim,UnKnownEskorial,0.2587,6.310,0.161,45,0.161,45,direct_pair_valid,
12,Likutim_bhml_1978,MeiratEinayim,0.1866,2.791,,66,0.160,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
13,KeterShemTov,UnKnownEskorial,0.2893,4.737,0.159,45,0.159,45,direct_pair_valid,
17,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.1527,3.989,0.157,55,0.157,55,direct_pair_valid,
21,SaportaOxford1645,UnKnownEskorial,0.3273,6.322,,28,0.155,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
29,IbnShuib,KenegedAsaraMaamaritMinchen40,0.2476,6.345,0.153,28,0.153,28,direct_pair_valid,
6,KeterShemTovMS_L,SaportaOxford1645,0.1273,0.381,0.150,78,0.150,78,direct_pair_valid,
11,DaatChacham_Vat107_Main,Ricanati_Zicaron_aharon_ed,0.2574,6.310,0.149,45,0.149,45,direct_pair_valid,
1,DaatChacham_Vat214_Main,Rabenu_Bahayii,0.2101,4.737,0.148,45,0.148,45,direct_pair_valid,
30,MeiratEinayim,Rabenu_Bahayii,0.2483,6.345,,36,0.148,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
7_2,IbnShuib,MeiratEinayim,0.2980,4.737,0.147,15,0.147,15,direct_pair_valid,
22,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1932,2.791,,28,0.143,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
6,IbnShuib,SaportaOxford1645,0.1267,0.381,0.142,78,0.142,78,direct_pair_valid,
18,DaatChacham_Vat107_Main,KeterShemTov,0.2159,3.479,0.141,36,0.141,36,direct_pair_valid,
18,KenegedAsaraMaamaritLondon847,KeterShemTov,0.2159,3.479,0.141,36,0.141,36,direct_pair_valid,
5,DaatChacham_Vat214_Marginalia,KenegedAsaraMaamaritLondon847,0.2083,4.737,,66,0.141,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,IbnShuib,UnKnownEskorial,0.2081,4.737,,66,0.138,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
8,DaatChacham_Vat107_Main,MeiratEinayim,0.1926,2.791,0.136,36,0.136,36,direct_pair_valid,
27,KeterShemTov,Rabenu_Bahayii,0.1875,2.791,0.135,55,0.135,55,direct_pair_valid,
21,MeiratEinayim,UnKnownEskorial,0.3252,6.322,,28,0.130,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
24,DaatChacham_Vat107_Main,MeiratEinayim,0.1838,2.791,0.129,66,0.129,66,direct_pair_valid,
24,MeiratEinayim,UnKnownVatikan214,0.1837,2.791,0.128,66,0.128,66,direct_pair_valid,
26,IbnShuib,KenegedAsaraMaamaritLondon847,0.2621,6.310,0.128,66,0.128,66,direct_pair_valid,
5,DaatChacham_Vat214_Main,Likutim_bhml_1978,0.2073,4.737,,66,0.127,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
10,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.2134,4.737,0.126,55,0.126,55,direct_pair_valid,
12,Likutim_bhml_1978,UnKnownEskorial,0.1825,2.791,,66,0.125,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
14,KeterShemTov,SaportaOxford1645,0.1825,2.791,,55,0.123,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
31,Rabenu_Bahayii,UnKnownEskorial,0.1907,2.791,0.122,36,0.122,36,direct_pair_valid,
26_1,KeterShemTov,UnKnownEskorial,0.2574,6.310,0.122,28,0.122,28,direct_pair_valid,
10,KeterShemTovMS_L,Rabenu_Bahayii,0.2131,4.737,0.121,55,0.121,55,direct_pair_valid,
24,DaatChacham_Vat107_Main,Ricanati_Zicaron_aharon_ed,0.1833,2.791,0.121,66,0.121,66,direct_pair_valid,
6,KeterShemTovMS_L,Rabenu_Bahayii,0.1250,0.381,0.121,78,0.121,78,direct_pair_valid,
19_2,MeiratEinayim,Rabenu_Bahayii,0.2286,3.479,0.121,55,0.121,55,direct_pair_valid,
17,KeterShemTovMS_L,UnKnownEskorial,0.1494,3.989,0.121,55,0.121,55,direct_pair_valid,
3,Likutim_bhml_1978,MeiratEinayim,0.0521,-2.635,0.117,10,0.117,10,direct_pair_valid,
17,KeterShemTovMS_L,Ricanati_Zicaron_aharon_ed,0.1488,3.989,0.114,55,0.114,55,direct_pair_valid,
24,Comment_b_note_of_unknown,KenegedAsaraMaamaritLondon847,0.1828,2.791,0.113,66,0.113,66,direct_pair_valid,
21,IbnShuib,MeiratEinayim,0.3235,6.322,,28,0.110,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
21,KeterShemTov,SaportaOxford1645,0.3234,6.322,,28,0.109,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
10,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.2121,4.737,0.107,55,0.107,55,direct_pair_valid,
6,DaatChacham_Vat107_Main,IbnShuib,0.1237,0.381,0.104,78,0.104,78,direct_pair_valid,
15,KeterShemTov,SaportaOxford1645,0.2170,3.479,0.104,36,0.104,36,direct_pair_valid,
24,Rabenu_Bahayii,UnKnownVatikan214,0.1822,2.791,0.104,66,0.104,66,direct_pair_valid,
2,KenegedAsaraMaamaritLondon847,KeterShemTov,0.2012,4.737,0.099,15,0.099,15,direct_pair_valid,
13,DaatChacham_Vat107_Main,KeterShemTov,0.2833,4.737,0.098,45,0.098,45,direct_pair_valid,
15,IbnShuib,UnKnownEskorial,0.2167,3.479,0.097,36,0.097,36,direct_pair_valid,
32,IbnShuib,Rabenu_Bahayii,0.2087,4.737,0.096,21,0.096,21,direct_pair_valid,
15,KeterShemTovMS_L,Rabenu_Bahayii,0.2166,3.479,0.095,36,0.095,36,direct_pair_valid,
5,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.2049,4.737,,66,0.095,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
30,KeterShemTov,UnKnownEskorial,0.2432,6.345,,36,0.091,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
15,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.2164,3.479,0.091,36,0.091,36,direct_pair_valid,
20,KeterShemTov,UnKnownVatikan214,0.1790,2.356,0.083,66,0.083,66,direct_pair_valid,
17,KeterShemTovMS_L,Rabenu_Bahayii,0.1459,1.544,0.082,55,0.082,55,direct_pair_valid,
8,MeiratEinayim,Rabenu_Bahayii,0.1872,2.791,0.078,36,0.078,36,direct_pair_valid,
30_1,KeterShemTov,Rabenu_Bahayii,0.1569,3.989,0.078,28,0.078,28,direct_pair_valid,
15,KenegedAsaraMaamaritLondon847,KeterShemTov,0.2158,4.737,0.077,36,0.077,36,direct_pair_valid,
12,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.1769,2.356,,66,0.076,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
3,Comment_a_shuib_Parma_68,IbnShuib,0.0494,-2.635,0.076,10,0.076,10,direct_pair_valid,
21,DaatChacham_Vat214_Marginalia,KeterShemTov,0.3205,6.322,,28,0.074,36,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
18,Rabenu_Bahayii,UnKnownEskorial,0.2103,4.737,0.074,36,0.074,36,direct_pair_valid,
12,KeterShemTov,MeiratEinayim,0.1766,2.356,,66,0.074,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
23,KenegedAsaraMaamaritLondon847,KeterShemTov,0.2333,6.345,,28,0.074,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
11,DaatChacham_Vat214_Main,KeterShemTovMS_L,0.2494,6.345,0.070,45,0.070,45,direct_pair_valid,
26,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.2578,6.310,0.069,66,0.069,66,direct_pair_valid,
13,DaatChacham_Vat107_Main,KeterShemTovMS_L,0.2803,4.737,0.068,45,0.068,45,direct_pair_valid,
32,KeterShemTov,Rabenu_Bahayii,0.2062,4.737,0.067,21,0.067,21,direct_pair_valid,
7_1,IbnShuib,KenegedAsaraMaamaritLondon847,0.3000,4.737,0.067,45,0.067,45,direct_pair_valid,
7_1,IbnShuib,Rabenu_Bahayii,0.3000,4.737,0.067,45,0.067,45,direct_pair_valid,
7_1,KeterShemTov,SaportaOxford1645,0.3000,4.737,0.067,45,0.067,45,direct_pair_valid,
24,MeiratEinayim,UnKnownEskorial,0.1799,2.356,0.066,66,0.066,66,direct_pair_valid,
12,MeiratEinayim,UnKnownEskorial,0.1755,2.356,,66,0.064,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
14,DaatChacham_Vat214_Marginalia,Ricanati_Zicaron_aharon_ed,0.1778,2.356,,55,0.064,66,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
29,IbnShuib,UnKnownVatikan214,0.2412,6.345,0.064,28,0.064,28,direct_pair_valid,
15,KeterShemTovMS_L,UnKnownEskorial,0.2151,4.737,0.062,36,0.062,36,direct_pair_valid,
5,DaatChacham_Vat214_Marginalia,MeiratEinayim,0.2024,4.737,,66,0.061,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
10,Rabenu_Bahayii,UnKnownEskorial,0.2087,4.737,0.058,55,0.058,55,direct_pair_valid,
25_2,IbnShuib,KenegedAsaraMaamaritLondon847,0.1350,1.544,,21,0.055,28,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
9,IbnShuib,Rabenu_Bahayii,0.3556,6.334,0.050,15,0.050,15,direct_pair_valid,
18,DaatChacham_Vat214_Main,UnKnownEskorial,0.2083,4.737,0.050,36,0.050,36,direct_pair_valid,
17,DaatChacham_Vat107_Main,DaatChacham_Vat214_Main,0.1429,1.544,0.048,55,0.048,55,direct_pair_valid,
4,KeterShemTov,SaportaOxford1645,0.2079,4.737,0.048,66,0.048,66,direct_pair_valid,
19_1,DaatChacham_Vat214_Main,KeterShemTov,0.2353,6.345,0.047,28,0.047,28,direct_pair_valid,
20,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1760,2.356,0.047,66,0.047,66,direct_pair_valid,
30_1,DaatChacham_Vat214_Main,UnKnownEskorial,0.1536,3.989,0.046,28,0.046,28,direct_pair_valid,
19_1,KeterShemTov,MeiratEinayim,0.2349,6.345,0.043,28,0.043,28,direct_pair_valid,
4,Rabenu_Bahayii,UnKnownEskorial,0.2074,4.737,0.042,66,0.042,66,direct_pair_valid,
6,MeiratEinayim,Rabenu_Bahayii,0.1186,0.381,0.040,78,0.040,78,direct_pair_valid,
